Source,Article URL,Article Section,Publication Date,Headline (Text),Headline Length,Article Word Count,Scrape Date
ABC News,https://abcnews.go.com/Entertainment/wireStory/corinne-bailey-raes-childrens-book-put-records-draws-122725382,Entertainment,,"Corinne Bailey Rae's first children's book, 'Put Your Records On,' draws upon her musical past",15,216,2025-06-17T14:20:47.275328
ABC News,https://abcnews.go.com/Politics/hawley-effort-expand-nuclear-waste-compensation-program-included/story?id=122812728,Politics,,'Significant' expansion of nuclear waste compensation now in Trump's megabill,10,878,2025-06-17T14:20:47.424207
ABC News,https://abcnews.go.com/Business/wireStory/rescuers-pulling-bodies-water-death-toll-south-africa-122842996,Business,,Rescuers still pulling bodies out of the water as death toll in South Africa floods reaches 86,17,451,2025-06-17T14:20:47.583351
ABC News,https://abcnews.go.com/Business/wireStory/sweden-netherlands-nato-summit-spend-5-gdp-defense-122815247,Business,,"Sweden, Netherlands say before NATO summit they will spend 5% of GDP on defense",14,513,2025-06-17T14:20:47.759180
ABC News,https://abcnews.go.com/US/2-4-ice-detainees-escaped-nj-facility-captured/story?id=122870356,US,,2 of 4 ICE detainees who escaped from NJ facility captured: FBI,12,443,2025-06-17T14:20:47.908189
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,Technology,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:20:47.995118
ABC News,https://abcnews.go.com/Technology/wireStory/google-offers-buyouts-staff-latest-round-cost-cutting-122726241,Technology,,Google offers buyouts to staff in latest round of cost cutting,11,198,2025-06-17T14:20:48.152526
ABC News,https://abcnews.go.com/Technology/image-giant-volcano-mars-captured-nasa-orbiter/story?id=122690091,Technology,,Image of giant volcano on Mars captured by NASA orbiter,10,240,2025-06-17T14:20:48.316192
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-suspect-vance-boelter-due-court/story?id=122882740,US,,Chilling details emerge in Minnesota shootings as Vance Boelter faces federal charges: 'Stuff of nightmares',15,1150,2025-06-17T14:20:48.442193
ABC News,https://abcnews.go.com/Business/wireStory/investigators-search-air-india-crash-site-evidence-victims-122804794,Business,,Investigators search the Air India crash site for evidence and more victims,12,787,2025-06-17T14:20:48.611925
ABC News,https://abcnews.go.com/Politics/trump-made-number-claims-la-protests-context/story?id=122748297,Politics,,Trump has made a number of claims about the LA protests. Here is the context.,15,920,2025-06-17T14:20:48.815291
ABC News,https://abcnews.go.com/International/wireStory/kenyas-deputy-police-chief-steps-aside-bloggers-death-122890895,World,,Kenya's deputy police chief steps aside as blogger's death investigated,10,336,2025-06-17T14:20:48.973049
ABC News,https://abcnews.go.com/GMA/Culture/venice-locals-protest-amazon-founder-jeff-bezos-wedding/story?id=122908237,Lifestyle,,Venice locals protest Amazon founder Jeff Bezos' wedding in Italy,10,610,2025-06-17T14:20:49.154611
ABC News,https://abcnews.go.com/GMA/Wellness/eric-dane-resilient-hopeful-amid-als-diagnosis/story?id=122894813,Lifestyle,,Eric Dane says he's 'resilient' and 'very hopeful' amid ALS diagnosis,11,745,2025-06-17T14:20:49.265866
ABC News,https://abcnews.go.com/Entertainment/wireStory/bts-reunite-year-2-members-finish-military-service-122679231,Entertainment,,BTS looks to reunite this year as 2 more members finish their military service,14,372,2025-06-17T14:20:49.461076
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,Lifestyle,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:20:49.616000
ABC News,https://abcnews.go.com/Health/wireStory/baby-delivered-brain-dead-woman-life-support-georgia-122935558,Health,,Baby delivered from brain-dead woman on life support in Georgia,10,366,2025-06-17T14:20:49.718697
ABC News,https://abcnews.go.com/GMA/Culture/lilo-stitch-actor-david-hekili-kenui-bell-dies/story?id=122924350,Lifestyle,,'Lilo & Stitch' actor David Hekili Kenui Bell dies at 46,11,498,2025-06-17T14:20:49.875201
ABC News,https://abcnews.go.com/Politics/vance-defends-trump-amid-attacks-base-us-involvement/story?id=122935232,Politics,,Vance defends Trump amid attacks from his base over US involvement in Israel-Iran conflict,14,630,2025-06-17T14:20:49.969239
ABC News,https://abcnews.go.com/Technology/wireStory/republican-enthusiasm-musk-cools-after-feud-trump-new-122807132,Technology,,"Republican enthusiasm for Musk cools after his feud with Trump, a new poll finds",14,1114,2025-06-17T14:20:50.110850
ABC News,https://abcnews.go.com/Politics/senators-call-funds-member-safety-minnesota-shootings/story?id=122909229,Politics,,Senators call for more funds for member safety following Minnesota shootings,11,736,2025-06-17T14:20:50.293334
ABC News,https://abcnews.go.com/US/search-suspect-vance-boelter-enters-2nd-day-after/story?id=122864115,US,,Suspect Vance Boelter in Minnesota lawmakers shooting booked in county jail,11,858,2025-06-17T14:20:50.585008
ABC News,https://abcnews.go.com/Entertainment/wireStory/fans-greet-pop-stars-jimin-jung-kook-bts-122712389,Entertainment,,Fans greet K-pop stars Jimin and Jung Kook of BTS discharged from military service,14,613,2025-06-17T14:20:50.758536
ABC News,https://abcnews.go.com/Politics/18-year-runs-mayor-alabama-ready-challenge/story?id=122690212,Politics,,"18-year-old runs for mayor in Alabama, says he is 'ready to take on challenge'",14,581,2025-06-17T14:20:50.906921
ABC News,https://abcnews.go.com/International/wireStory/suspects-detained-killing-australian-tourist-bali-122918721,World,,Two suspects detained in the killing of an Australian tourist in Bali,12,177,2025-06-17T14:20:51.049384
ABC News,https://abcnews.go.com/Business/wireStory/humble-water-gun-symbol-barcelonas-anti-tourism-movement-122886952,Business,,How the humble water gun became the symbol of Barcelona's anti-tourism movement,12,679,2025-06-17T14:20:51.191349
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Health,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:20:51.318457
ABC News,https://abcnews.go.com/Business/oil-prices-fall-stocks-rise-despite-ongoing-israel/story?id=122888370,Business,,"Stocks close higher, despite intensifying Israel-Iran conflict",7,433,2025-06-17T14:20:51.460244
ABC News,https://abcnews.go.com/Technology/wireStory/prime-videos-burn-bar-changing-watch-nascar-122839816,Technology,,How Prime Video's 'Burn Bar' is changing the way we watch NASCAR,12,633,2025-06-17T14:20:51.626329
ABC News,https://abcnews.go.com/Lifestyle/story?id=122045906,Lifestyle,,A debut novel explores family relationships and cultural displacement,9,635,2025-06-17T14:20:51.791247
ABC News,https://abcnews.go.com/Health/wireStory/big-proposed-us-food-aid-program-breakdown-numbers-122718143,Health,,Big changes are being proposed for a U.S. food aid program,11,921,2025-06-17T14:20:52.003630
ABC News,https://abcnews.go.com/International/wireStory/israels-strikes-tehran-broaden-trump-issues-ominous-warning-122917749,World,,Israel's strikes on Tehran broaden as Trump issues ominous warning,10,1242,2025-06-17T14:20:52.157028
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,Sports,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:20:52.259541
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Lifestyle,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:20:52.369353
ABC News,https://abcnews.go.com/Business/wireStory/supreme-court-agrees-hear-appeal-new-jersey-faith-122889992,Business,,Supreme Court agrees to hear appeal from New Jersey faith-based pregnancy center,12,344,2025-06-17T14:20:52.548101
ABC News,https://abcnews.go.com/Business/trump-mobile-trump-organizations-new-phone-plan/story?id=122892797,Business,,"What to know about Trump Mobile, the Trump Organization's new phone plan",12,442,2025-06-17T14:20:52.662099
ABC News,https://abcnews.go.com/Business/oil-prices-surge-stocks-slump-after-israel-attack/story?id=122811543,Business,,"Dow closes down 750 points after Israel-Iran conflict deepens, oil prices spike",12,399,2025-06-17T14:20:52.829992
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,Business,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:20:52.904399
ABC News,https://abcnews.go.com/Entertainment/wireStory/worlds-visited-museum-shuts-staff-sounding-alarm-mass-122883463,Entertainment,,The world’s most-visited museum shuts down with staff sounding the alarm on mass tourism,14,1064,2025-06-17T14:20:53.034808
ABC News,https://abcnews.go.com/Business/wireStory/trump-clears-path-nippon-steel-investment-us-steel-122833974,Business,,"Trump clears path for Nippon investment in US Steel, so long as it fits gov't terms",16,899,2025-06-17T14:20:53.309330
ABC News,https://abcnews.go.com/Technology/wireStory/musk-teslas-robotaxi-service-tentatively-launch-austin-june-122716681,Technology,,Musk says Tesla's robotaxi service to 'tentatively' launch in Austin on June 22,13,263,2025-06-17T14:20:53.441964
ABC News,https://abcnews.go.com/Business/wireStory/india-cyprus-step-defense-maritime-cybersecurity-cooperation-indian-122885460,Business,,"India and Cyprus to step up defense, maritime and cybersecurity cooperation, Indian PM says",14,372,2025-06-17T14:20:53.608939
ABC News,https://abcnews.go.com/Entertainment/wireStory/weinstein-jury-set-deliberating-after-tensions-spill-public-122681548,Entertainment,,Weinstein jury set to keep deliberating after tensions spill into public,11,511,2025-06-17T14:20:53.780842
ABC News,https://abcnews.go.com/Business/wireStory/louisiana-ag-investigating-cvs-sending-mass-text-messages-122796365,Business,,AG investigating CVS for sending mass text messages lobbying against legislation,11,839,2025-06-17T14:20:53.922900
ABC News,https://abcnews.go.com/International/wireStory/death-toll-attack-gunmen-north-central-nigeria-reaches-122899918,World,,"Death toll from an attack by gunmen in north-central Nigeria reaches 150, survivors say",14,486,2025-06-17T14:20:54.056528
ABC News,https://abcnews.go.com/Business/wireStory/spaniards-turn-water-pistols-visitors-barcelona-mallorca-protest-122881863,Business,,Spaniards turn water pistols on visitors to protest mass tourism,10,1012,2025-06-17T14:20:54.241201
ABC News,https://abcnews.go.com/Business/wireStory/mali-takes-control-canadian-owned-barrick-gold-mine-122893756,Business,,Mali takes control of Canadian-owned Barrick Gold mine over tax dispute,11,463,2025-06-17T14:20:54.373426
ABC News,https://abcnews.go.com/International/wireStory/state-news-agency-ria-novosti-north-korea-send-122921024,World,,State news agency RIA Novosti says North Korea to send thousands of military construction workers and deminers to Russia,19,50,2025-06-17T14:20:54.509795
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,US,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:20:54.596018
ABC News,https://abcnews.go.com/Entertainment/wireStory/music-review-dierks-bentleys-broken-branches-offers-safe-122804907,Entertainment,,"Music Review: Dierks Bentley's 'Broken Branches' offers safe, familiar, cold beer country",12,391,2025-06-17T14:20:54.724197
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Sports,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:20:54.826354
ABC News,https://abcnews.go.com/Politics/sen-mike-lee-faces-criticism-posts-minnesota-shooting/story?id=122930819,Politics,,Sen. Mike Lee faces criticism over posts on Minnesota shooting,10,418,2025-06-17T14:20:54.910459
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Business,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:20:54.993157
ABC News,https://abcnews.go.com/International/wireStory/countries-nuclear-weapons-122923442,World,,Which countries currently have nuclear weapons?,6,295,2025-06-17T14:20:55.154008
ABC News,https://abcnews.go.com/Health/rfk-jr-removing-17-members-cdcs-vaccine-advisory/story?id=122670046,Health,,RFK Jr. removes all 17 members of CDC's vaccine advisory committee,11,862,2025-06-17T14:20:55.318674
ABC News,https://abcnews.go.com/Technology/wireStory/bayesian-yacht-sank-off-sicily-killing-7-raised-122740553,Technology,,Bayesian yacht that sank off Sicily killing 7 to be raised in late June under updated recovery plan,18,411,2025-06-17T14:20:55.488593
ABC News,https://abcnews.go.com/Health/minnesotas-worst-measles-outbreak-battle-beliefs-vaccines/story?id=47155531,Health,,"In Minnesota's worst measles outbreak, a battle of beliefs over vaccines",11,922,2025-06-17T14:20:55.698448
ABC News,https://abcnews.go.com/Entertainment/wireStory/musical-revolutionaries-sly-stone-brian-wilson-leave-lifes-122760336,Entertainment,,"Two musical revolutionaries, Sly Stone and Brian Wilson, leave life's stage nearly simultaneously",13,912,2025-06-17T14:20:55.833033
ABC News,https://abcnews.go.com/Business/wireStory/senate-expected-pass-crypto-bill-addressing-trumps-investments-122917287,Business,,Senate expected to pass crypto bill without addressing Trump's investments,10,785,2025-06-17T14:20:56.000779
ABC News,https://abcnews.go.com/Business/wireStory/shaquille-oneal-pay-18-million-settle-ftx-class-122815436,Business,,Shaquille O'Neal to pay $1.8 million to settle FTX class action lawsuit,12,362,2025-06-17T14:20:56.131680
ABC News,https://abcnews.go.com/Entertainment/wireStory/lilo-stitch-cruises-1-john-wick-spinoff-ballerina-122631451,Entertainment,,‘Lilo & Stitch’ cruises to No. 1; John Wick spinoff ‘Ballerina’ dances to 2nd place,15,439,2025-06-17T14:20:56.276378
ABC News,https://abcnews.go.com/US/2-court-security-officers-stabbed-criminal-courthouse-manhattan/story?id=122890899,US,,2 court security officers stabbed at criminal courthouse in Manhattan,10,198,2025-06-17T14:20:56.359023
ABC News,https://abcnews.go.com/Business/wireStory/purgatory-fed-officials-left-limbo-tariffs-complicate-weeks-122919757,Business,,Fed officials left in limbo as tariffs complicate this week's rate decision,12,956,2025-06-17T14:20:56.532505
ABC News,https://abcnews.go.com/Entertainment/wireStory/bet-awards-celebrate-25th-anniversary-major-star-power-122643523,Entertainment,,"BET Awards bring star power as Doechii, Jamie Foxx, Mariah Carey shine in 25th anniversary show",16,1127,2025-06-17T14:20:56.703605
ABC News,https://abcnews.go.com/Business/wireStory/judge-tosses-lawsuit-trumps-firing-us-african-development-122714650,Business,,Judge tosses lawsuit over Trump's firing of US African Development Foundation board members,13,530,2025-06-17T14:20:56.854740
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,US,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:20:56.950715
ABC News,https://abcnews.go.com/Politics/us-military-ground-raid-syria-captures-top-isis/story?id=85425584,World,,US military ground raid in Syria captures top ISIS leader,10,501,2025-06-17T14:20:57.104121
ABC News,https://abcnews.go.com/Health/wireStory/illinois-officials-investigate-license-plate-data-shared-police-122786602,Health,,Officials investigate license-plate data shared with police for woman over abortion,11,538,2025-06-17T14:20:57.249962
ABC News,https://abcnews.go.com/Politics/netanyahu-tells-abc-ruling-taking-irans-supreme-leader/story?id=122868515,Politics,,Netanyahu tells ABC he's not ruling out taking out Iran's Supreme Leader Ali Khamenei,14,1210,2025-06-17T14:20:57.411626
ABC News,https://abcnews.go.com/Sports/football-fan-alleges-discrimination-collusion-nfl-draft-shedeur/story?id=121605030,Sports,,"Football fan alleges discrimination, collusion in NFL draft against Shedeur Sanders: Lawsuit",12,437,2025-06-17T14:20:57.595235
ABC News,https://abcnews.go.com/Health/nih-scientists-sign-open-letter-criticizing-trump-administrations/story?id=122648212,Health,,"NIH scientists sign open letter criticizing Trump administration's grant cancellations, firings",11,1073,2025-06-17T14:20:57.735537
ABC News,https://abcnews.go.com/Health/ananda-lewis-chose-natural-cancer-care-conventional-treatment/story?id=122821651,Health,,Ananda Lewis chose 'natural' cancer care over conventional treatment. Many others do too -- and it's risky,17,609,2025-06-17T14:20:57.888405
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,Health,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:20:58.006378
ABC News,https://abcnews.go.com/Politics/trumps-immigration-policies-hurting-support-latino-voters/story?id=122868707,Politics,,Some Latino Republicans struggling with Trump's mass deportation policies,9,1307,2025-06-17T14:20:58.211397
ABC News,https://abcnews.go.com/Entertainment/wireStory/vance-made-brief-trip-montana-speak-rupert-lachlan-122754339,Entertainment,,"Vance made a brief trip to Montana to speak to Rupert and Lachlan Murdoch, AP sources say",17,448,2025-06-17T14:20:58.382584
ABC News,https://abcnews.go.com/International/30-killed-controversial-foundations-aid-distribution-sites-gaza/story?id=122888229,World,,More than 30 killed at controversial foundation's aid distribution sites in Gaza: Health officials,14,949,2025-06-17T14:20:58.584581
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,Lifestyle,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:20:58.650054
ABC News,https://abcnews.go.com/International/wireStory/uae-coast-guard-evacuates-24-people-oil-tanker-122918734,World,,UAE coast guard evacuates 24 people from oil tanker crash near Strait of Hormuz,14,395,2025-06-17T14:20:58.799679
ABC News,https://abcnews.go.com/Technology/wireStory/dan-david-prize-names-9-historians-winners-2025-122689461,Technology,,Dan David Prize names 9 historians as winners of 2025 award,11,375,2025-06-17T14:20:58.998826
ABC News,https://abcnews.go.com/GMA/Travel/us-travelers-amid-anti-tourism-protests-europe/story?id=122771547,Lifestyle,,What US travelers need to know amid anti-tourism protests in Europe,11,382,2025-06-17T14:20:59.110665
ABC News,https://abcnews.go.com/Politics/trump-tells-abc-israel-strikes-iran-excellent-warns/story?id=122807155,Politics,,Trump tells ABC Israel strikes on Iran 'excellent' and warns 'more to come',13,649,2025-06-17T14:20:59.290495
ABC News,https://abcnews.go.com/International/wireStory/denmark-tests-unmanned-robotic-sailboat-fleet-tensions-high-122892794,World,,Denmark tests unmanned robotic sailboat fleet with tensions high in the region,12,678,2025-06-17T14:20:59.451923
ABC News,https://abcnews.go.com/Health/wireStory/midway-appalachian-trail-weary-hikers-find-refuge-ice-122885868,Health,,"Midway along the Appalachian Trail, weary thru-hikers find refuge and an ice cream challenge",14,884,2025-06-17T14:20:59.633603
ABC News,https://abcnews.go.com/Politics/trump-doubles-expanding-deportations-americas-biggest-cities/story?id=122894265,Politics,,Trump doubles down on expanding deportations in America's biggest cities,10,435,2025-06-17T14:20:59.811820
ABC News,https://abcnews.go.com/International/wireStory/black-boxes-india-plane-crash-study-ascertain-cause-122918630,World,,Black boxes from India plane crash under study for cause of disaster that killed 270,15,593,2025-06-17T14:20:59.907587
ABC News,https://abcnews.go.com/Entertainment/wireStory/world-famous-german-nail-artist-gnther-uecker-dies-122722153,Entertainment,,"World-famous German ""nail artist"" Günther Uecker dies at 95",9,430,2025-06-17T14:21:00.070855
ABC News,https://abcnews.go.com/US/delaney-hall-escaped-detainees-1-remains-at-large/story?id=122935229,US,,Only 1 detainee who escaped from New Jersey ICE facility remains at large: FBI,14,410,2025-06-17T14:21:00.244927
ABC News,https://abcnews.go.com/Politics/irans-nuclear-program-amid-assessments/story?id=122929192,Politics,,What do we know about Iran's nuclear program amid different assessments,11,1131,2025-06-17T14:21:00.344104
ABC News,https://abcnews.go.com/GMA/Culture/eric-dane-opens-als-diagnosis-end-story/story?id=122809085,Lifestyle,,Eric Dane says he has lost use of his right arm amid ALS battle,14,778,2025-06-17T14:21:00.488383
ABC News,https://abcnews.go.com/GMA/Living/summer-solstice-2025/story?id=122761311,Lifestyle,,Summer solstice 2025: When is the 1st day of summer?,10,576,2025-06-17T14:21:00.652597
ABC News,https://abcnews.go.com/Health/patients-recommendations-prostate-cancer-screening/story?id=46726379,Health,,What patients need to know about new recommendations for prostate cancer screening,12,688,2025-06-17T14:21:00.801898
ABC News,https://abcnews.go.com/US/lawmaker-shootings-minnesota-disturbing-trend-analysis/story?id=122871153,US,,The lawmaker shootings in Minnesota are a disturbing trend: Analysis,10,735,2025-06-17T14:21:01.002268
ABC News,https://abcnews.go.com/Health/300-people-us-dying-covid-week/story?id=122068959,Health,,Why are more than 300 people in the US still dying from COVID every week?,15,715,2025-06-17T14:21:01.310736
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,Sports,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:21:01.400643
ABC News,https://abcnews.go.com/Business/life-lemon-car/story?id=45593866,Business,,"When life gives you a lemon car, do this",9,1002,2025-06-17T14:21:01.562256
ABC News,https://abcnews.go.com/Politics/trump-us-gets-involved-israel-iran-conflict/story?id=122865561,Politics,,Trump says 'it's possible' US gets involved in Israel-Iran conflict,10,427,2025-06-17T14:21:01.826663
ABC News,https://abcnews.go.com/Business/wireStory/ice-bid-contracts-boosting-big-firms-detention-beds-122884793,Business,,"ICE is using no-bid contracts, boosting big firms, to get more detention beds",13,1764,2025-06-17T14:21:01.979332
ABC News,https://abcnews.go.com/Technology/wireStory/space-station-leak-concerns-delay-visit-astronauts-india-122776609,Technology,,"Space station leak concerns will delay visit by astronauts from India, Poland and Hungary",14,340,2025-06-17T14:21:02.111606
ABC News,https://abcnews.go.com/Health/fda-expands-approval-modernas-rsv-vaccine-adults-age/story?id=122815441,Health,,FDA expands approval of Moderna's RSV vaccine to some adults under age 60,13,474,2025-06-17T14:21:02.291276
ABC News,https://abcnews.go.com/Sports/24-hours-life-takes-finish-le-mans-worlds/story?id=122581543,Sports,,"'24 hours of my life': What it takes to finish Le Mans, the world's most famous endurance race",18,2295,2025-06-17T14:21:02.461665
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,Business,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:21:02.557037
ABC News,https://abcnews.go.com/Business/wireStory/nest-turned-24000-idea-global-movement-supporting-women-122901397,Business,,"How Nest turned a $24,000 idea into a global movement",10,1146,2025-06-17T14:21:02.738437
ABC News,https://abcnews.go.com/US/west-virginia-state-emergency-amid-deadly-flash-flooding/story?id=122878798,US,,Death toll rises from devastating flash flooding in West Virginia as rain threat continues,14,245,2025-06-17T14:21:02.822502
ABC News,https://abcnews.go.com/Entertainment/wireStory/willie-nelson-living-life-loves-92-im-122779589,Entertainment,,Willie Nelson keeps living the life he loves at 92. 'I'm not through with it yet',16,792,2025-06-17T14:21:02.990844
ABC News,https://abcnews.go.com/Health/cdcs-vaccine-advisory-committee-after-rfk-jr-removed/story?id=122687074,Health,,What may be next for CDC's vaccine advisory committee after RFK Jr. removed all its members?,16,1335,2025-06-17T14:21:03.197440
ABC News,https://abcnews.go.com/GMA/Culture/brad-pitt-ines-de-ramon-date-night-f1/story?id=122932897,Lifestyle,,"Brad Pitt, Ines de Ramon have date night at 'F1' world premiere",12,286,2025-06-17T14:21:03.364474
ABC News,https://abcnews.go.com/Technology/wireStory/whatsapp-start-showing-ads-users-parts-messaging-app-122891842,Technology,,WhatsApp to start showing ads to users in some parts of the messaging app,14,320,2025-06-17T14:21:03.472492
ABC News,https://abcnews.go.com/Entertainment/wireStory/judge-orders-managers-late-johnny-winter-pay-226000-122667483,Entertainment,,"Judge orders managers for late Johnny Winter to pay $226,000 in damages in lawsuit alleging theft",16,778,2025-06-17T14:21:03.612951
ABC News,https://abcnews.go.com/Technology/wireStory/getty-images-stability-ai-face-off-british-copyright-122649029,Technology,,Getty Images and Stability AI face off in British copyright trial that will test AI industry,16,342,2025-06-17T14:21:03.784564
ABC News,https://abcnews.go.com/Entertainment/wireStory/day-jackal-author-frederick-forsyth-dies-86-122660395,Entertainment,,'Day of the Jackal' author Frederick Forsyth dies at 86,10,239,2025-06-17T14:21:03.943301
ABC News,https://abcnews.go.com/Business/wireStory/fathers-day-respect-depends-122870349,Business,,Is Father's Day getting more respect? Depends on who you ask,11,342,2025-06-17T14:21:04.107219
ABC News,https://abcnews.go.com/Technology/wireStory/trump-family-announces-venture-mobile-phone-company-122887548,Technology,,"Trump family announces another venture, a mobile phone company",9,222,2025-06-17T14:21:04.270689
ABC News,https://abcnews.go.com/International/thought-die-sole-survivor-air-india-plane-crash/story?id=122806797,World,,'I thought I would die': Sole survivor from Air India plane crash speaks out,14,543,2025-06-17T14:21:04.415309
ABC News,https://abcnews.go.com/International/wireStory/thai-police-arrest-13-foreigners-alleged-12m-investment-122920272,World,,Thai police arrest foreigners in alleged $1.2M investment scam targeting Australians,11,539,2025-06-17T14:21:04.522939
ABC News,https://abcnews.go.com/International/wireStory/union-protest-forces-louvre-paris-delay-opening-visitors-122883462,World,,Union protest forces the Louvre to delay opening as visitors wait in long line-ups,14,1064,2025-06-17T14:21:04.630972
ABC News,https://abcnews.go.com/Politics/minnesota-lawmaker-melissa-hortman-leaves-legacy-hard-work/story?id=122883844,Politics,,"Minnesota lawmaker Melissa Hortman leaves legacy of hard work, love for her community",13,898,2025-06-17T14:21:04.827342
ABC News,https://abcnews.go.com/Health/wireStory/kennedys-new-cdc-panel-includes-members-criticized-vaccines-122750906,Health,,Kennedy's new CDC panel includes members who have criticized vaccines and spread misinformation,13,1217,2025-06-17T14:21:04.965077
ABC News,https://abcnews.go.com/Technology/wireStory/video-shows-dolphin-calf-birth-breath-chicago-zoo-122613191,Technology,,Dolphin calf takes first breath at Chicago zoo after mom's friend helps with birth,14,420,2025-06-17T14:21:05.186470
ABC News,https://abcnews.go.com/US/minnesota-lawmakers-shooting-vance-boelter/story?id=122919011,Entertainment,,Minnesota shootings latest: Witness recalls moment she spotted suspect,9,791,2025-06-17T14:21:05.305847
ABC News,https://abcnews.go.com/International/wireStory/airports-close-mideast-israel-iran-conflict-shutters-regions-122901405,World,,Airports close across the Mideast as the Israel-Iran conflict shutters the region's airspace,13,1041,2025-06-17T14:21:05.467135
ABC News,https://abcnews.go.com/International/14-dead-overnight-russian-attack-kyiv-general-staff/story?id=122917940,US,,"14 dead in massive overnight Russian attack on Kyiv, Ukraine says",11,520,2025-06-17T14:21:05.571528
ABC News,https://abcnews.go.com/Entertainment/wireStory/daughter-accused-gilgo-beach-killer-believes-father-new-122708331,Entertainment,,"Daughter of accused Gilgo Beach killer believes her father ‘most likely’ did it, new film says",16,743,2025-06-17T14:21:05.726967
ABC News,https://abcnews.go.com/US/made-america-oprah-winfrey-back-favorite-things-2024/story?id=116748829,Business,,Made In America: Oprah Winfrey is back with her 'Favorite Things' of 2024,13,515,2025-06-17T14:21:05.912117
ABC News,https://abcnews.go.com/Entertainment/wireStory/tony-awards-highlights-radio-city-room-hamilton-reunion-122649979,Entertainment,,Tony Awards highlights: Radio City becomes the room where it happens for a 'Hamilton' reunion,15,1113,2025-06-17T14:21:06.082400
ABC News,https://abcnews.go.com/Politics/members-congress-security-after-minnesota-lawmaker-shootings/story?id=122893795,Politics,,Top House Democrats call for more funding for security following Minnesota shootings,12,872,2025-06-17T14:21:06.257564
ABC News,https://abcnews.go.com/Health/us-women-waiting-longer-children-cdc-data-shows/story?id=122818080,Health,,"US women waiting longer to have children, CDC data shows",10,416,2025-06-17T14:21:06.438512
ABC News,https://abcnews.go.com/International/wireStory/russian-media-top-security-official-pyongyang-meet-north-122918120,World,,Russian media says top security official is in Pyongyang to meet North Korean leader,14,283,2025-06-17T14:21:06.579050
ABC News,https://abcnews.go.com/International/wireStory/portugal-arrests-linked-group-seizes-explosives-weapons-122920741,World,,Portugal arrests six linked to a far-right group and seizes explosives and weapons,13,194,2025-06-17T14:21:06.714819
ABC News,https://abcnews.go.com/US/trump-california-national-guard-newsom-federal-appeals-court-hearing/story?id=122910475,Technology,,Federal appeals court set to hold hearing over Trump National Guard deployment in California,14,407,2025-06-17T14:21:06.808331
ABC News,https://abcnews.go.com/Politics/trump-iran-talk-winning-conflict-israel/story?id=122905664,Politics,,"Trump to leave G7 early, White House says citing situation in Middle East",13,797,2025-06-17T14:21:06.962447
