source,url,section,pub_date,headline,headline_len,word_count,scrape_date
The Tab,https://thetab.com/2025/06/11/heres-how-to-avoid-getting-blood-clots-on-long-flights-if-youre-on-the-contraceptive-pill,guides,2025-06-11T14:39:34+00:00,Here’s how to avoid getting blood clots on long flights if you’re on the contraceptive pill,16,617,2025-06-16T14:37:23.739640+00:00
The Tab,https://thetab.com/2025/06/11/heres-how-to-avoid-getting-blood-clots-on-long-flights-if-youre-on-the-contraceptive-pill,guides,2025-06-11T14:39:34+00:00,Here’s how to avoid getting blood clots on long flights if you’re on the contraceptive pill,16,617,2025-06-16T14:37:23.881371+00:00
The Tab,https://thetab.com/2025/06/11/looking-for-love-these-are-the-best-hinge-pickup-lines-for-gen-z-according-to-chat-gpt,guides,2025-06-11T13:52:26+00:00,"Looking for love? These are the best Hinge pickup lines for Gen Z, according to Chat GPT",17,894,2025-06-16T14:37:24.561924+00:00
The Tab,https://thetab.com/2025/06/11/looking-for-love-these-are-the-best-hinge-pickup-lines-for-gen-z-according-to-chat-gpt,guides,2025-06-11T13:52:26+00:00,"Looking for love? These are the best Hinge pickup lines for Gen Z, according to Chat GPT",17,894,2025-06-16T14:37:24.687605+00:00
The Tab,https://thetab.com/2025/06/10/pret-a-manger-uni-guide-russell-groups-ranked-by-number-of-prets-within-a-mile-of-campus,guides,2025-06-10T16:58:51+00:00,Pret A Manger Uni Guide: Russell Groups ranked by number of Prets within a mile of campus,17,1254,2025-06-16T14:37:25.022049+00:00
The Tab,https://thetab.com/2025/06/10/pret-a-manger-uni-guide-russell-groups-ranked-by-number-of-prets-within-a-mile-of-campus,guides,2025-06-10T16:58:51+00:00,Pret A Manger Uni Guide: Russell Groups ranked by number of Prets within a mile of campus,17,1254,2025-06-16T14:37:25.159670+00:00
The Tab,https://thetab.com/2025/06/09/no-ifs-or-buts-heres-which-meal-deal-each-of-the-iconic-pop-girlies-would-be,guides,2025-06-09T14:46:37+00:00,"No ifs or buts, here’s which meal deal each of the iconic pop girlies would be",16,1179,2025-06-16T14:37:25.868848+00:00
The Tab,https://thetab.com/2025/06/09/no-ifs-or-buts-heres-which-meal-deal-each-of-the-iconic-pop-girlies-would-be,guides,2025-06-09T14:46:37+00:00,"No ifs or buts, here’s which meal deal each of the iconic pop girlies would be",16,1179,2025-06-16T14:37:26.016657+00:00
The Tab,https://thetab.com/2025/06/04/these-incredibly-wholesome-tiktokers-make-the-chronic-screen-time-feel-totally-worth-it,guides,2025-06-04T11:41:36+00:00,These incredibly wholesome TikTokers make the chronic screen time feel totally worth it,13,1313,2025-06-16T14:37:26.841930+00:00
The Tab,https://thetab.com/2025/06/04/these-incredibly-wholesome-tiktokers-make-the-chronic-screen-time-feel-totally-worth-it,guides,2025-06-04T11:41:36+00:00,These incredibly wholesome TikTokers make the chronic screen time feel totally worth it,13,1313,2025-06-16T14:37:26.962008+00:00
